,dc_creator,dc_title,dc:publisher,dc_source,dc_identifier
15114,"Geel, Ernst",Volkskundliches aus Sargans,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '36', '1946', '5', None, '75']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1946:36::149', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1946:36::149', 'doi:10.5169/seals-1004730']"
15115,[s.n.],Wurstzettel vom Bözberg,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '36', '1946', '5', None, '77']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1946:36::152', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1946:36::152', 'doi:10.5169/seals-1004731']"
15116,[s.n.],Vom Einfluss des Mondes,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '36', '1946', '5', None, '82']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1946:36::155', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1946:36::155', 'doi:10.5169/seals-1004732']"
15117,"Pfister-Burkhalter, Margarete",Bericht über das Eidgenössische Trachten- und Alphirtenfest in Interlaken-Unspunnen,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '36', '1946', '6', None, '87']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1946:36::163', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1946:36::163', 'doi:10.5169/seals-1004733']"
15118,"Zinsli, Paul",Der Gulden noch im Kurs!,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '36', '1946', '6', None, '90']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1946:36::164', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1946:36::164', 'doi:10.5169/seals-1004734']"
15119,"Dettwiler-Ammann, Fritz",Das Wenkentier : ein Bettinger Dorftier,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '36', '1946', '6', None, '94']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1946:36::167', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1946:36::167', 'doi:10.5169/seals-1004735']"
15120,"Marti-Wehren, Robert","""Der Nagel schlaa""",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '36', '1946', '6', None, '95']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1946:36::170', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1946:36::170', 'doi:10.5169/seals-1004736']"
15121,"Zinsli, P.",Vom Brotbacken in Safien,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '1', None, '1']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::129', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::129', 'doi:10.5169/seals-1004824']"
15122,"Surdez, J.",Légende franc-montagnarde,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '1', None, '6']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::130', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::130', 'doi:10.5169/seals-1004825']"
15123,"Meuli, K.","Das ""Musée Sierrois""",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '2', None, '21']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::138', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::138', 'doi:10.5169/seals-1004826']"
15124,[s.n.],Primitives Spielzeug,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '2', None, '26']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::141', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::141', 'doi:10.5169/seals-1004827']"
15125,"Jaquenod, F.",Évasion,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '2', None, '28']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::144', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::144', 'doi:10.5169/seals-1004828']"
15126,"Keller, W.","Canzoncine, filastrocche, proverbi e scherzi in dialetto die [i.e. di] Arogno (Ticino)",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '2', None, '35']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::145', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::145', 'doi:10.5169/seals-1004829']"
15127,"Meuli, K.",Eine Zeichnung Jost Ammanns (1585),Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '3-4', None, '37']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::150', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::150', 'doi:10.5169/seals-1004830']"
15128,"Wackernagel, H.G.",Volkskunde und Geschichtsforschung,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '3-4', None, '46']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::151', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::151', 'doi:10.5169/seals-1004831']"
15129,"Weiss, R.",Die Volkskunde und ihre besonderen Aufgaben für die Schweiz,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '3-4', None, '48']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::152', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::152', 'doi:10.5169/seals-1004832']"
15130,"Keller, W.","Canzoncine, filastrocche, proverbi e scherzi in dialetto di Arogno (Ticino) [seguito]",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '3-4', None, '65']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::156', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::156', 'doi:10.5169/seals-1004833']"
15131,"Schmidt, Georg",Votiv-Bilder,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '5', None, '69']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::161', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::161', 'doi:10.5169/seals-1004834']"
15132,"Surdez, Jules",La meule du charbonnier dans les Clos du Doubs,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '5', None, '75']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::164', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::164', 'doi:10.5169/seals-1004835']"
15133,"Scheu, A.","Die ""Lägelisnacht"" in Flawil",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '5', None, '82']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::165', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::165', 'doi:10.5169/seals-1004836']"
15134,"Keller, W.","Canzoncine, filastrocche, proverbi e scherzi in dialetto di Arogno (Ticino) [seguito]",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '5', None, '87']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::166', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::166', 'doi:10.5169/seals-1004837']"
15135,"Bloesch, Hans",Ein Spruch von der Entstehung der Eidgenossenschaft,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '5', None, '88']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::167', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::167', 'doi:10.5169/seals-1004838']"
15136,"Jaquenod, F.",De quelques usages de Moudon,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '6', None, '93']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::170', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::170', 'doi:10.5169/seals-1004839']"
15137,"Pfister-Burkhalter, Margarete",Weihnachtliche Gebildmodel,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '6', None, '100']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::171', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::171', 'doi:10.5169/seals-1004840']"
15138,"Ackermann, Jos.",Volkskundliches aus dem obern Möhlintal [Fortsetzung],Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '6', None, '105']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::172', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::172', 'doi:10.5169/seals-1004841']"
15139,"Hugentobler, J.",Die Laubmarke von Salenstein,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '31', '1941', '6', None, '109']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1941:31::175', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1941:31::175', 'doi:10.5169/seals-1004842']"
15140,"Wildhaber, Robert",Sandgewinnung im Prättigau,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '1', None, '1']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::118', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::118', 'doi:10.5169/seals-1004646']"
15141,"Meng, Eduard",Fastnachtsfeier im Fricktal : wie es in Frick vor 60 Jahren zuging,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '1', None, '3']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::119', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::119', 'doi:10.5169/seals-1004647']"
15142,"Feurich, Max",Aberglauben im Baselbiet : nach meinem Urgrossvater C. Schneider,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '1', None, '5']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::122', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::122', 'doi:10.5169/seals-1004648']"
15143,"Marti-Wehren, Robert",Ein wunderbares Schiff,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '1', None, '5']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::124', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::124', 'doi:10.5169/seals-1004649']"
15144,"Wildhaber, Robert",Verwendung von Sensenblättern,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '1', None, '8']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::128', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::128', 'doi:10.5169/seals-1004650']"
15145,"Müller, Alois",Das Krawattenfest,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '2', None, '19']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::134', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::134', 'doi:10.5169/seals-1004651']"
15146,"Leutert, Kurt",Die Spräggelen in Ottenbach (Kt. Zürich),Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '2', None, '22']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::137', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::137', 'doi:10.5169/seals-1004652']"
15147,"Franz, Leonhard",Eine Hirsestampfe aus dem Bayerischen Wald,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '2', None, '23']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::138', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::138', 'doi:10.5169/seals-1004653']"
15148,"Fringeli, Albin",Heimatmuseum Schwarzbubenland in Dornach,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '3', None, '33']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::150', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::150', 'doi:10.5169/seals-1004654']"
15149,"Wildhaber, Robert",Heimvieh in Klosters-Aeuja,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '3', None, '40']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::151', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::151', 'doi:10.5169/seals-1004655']"
15150,"Erzinger, Ernst",Die primitiven Bauformen im Puschlav,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '4', None, '49']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::159', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::159', 'doi:10.5169/seals-1004656']"
15151,"Gschwend, M.",Schlafhäuser,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '4', None, '56']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::160', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::160', 'doi:10.5169/seals-1004657']"
15152,"Hakios, Albert",Seiligumpis,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '4', None, '62']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::166', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::166', 'doi:10.5169/seals-1004658']"
15153,"Erzinger, Ernst",Die primitiven Bauformen im Puschlav [Schluss],Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '5', None, '65']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::171', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::171', 'doi:10.5169/seals-1004659']"
15154,"Glaettli, K.W.",Das Räbenlicht im Zürcher Oberland,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '5', None, '76']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::172', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::172', 'doi:10.5169/seals-1004660']"
15155,"Bielander, J.",Haus- und Güterteilung im Wallis,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '5', None, '79']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::175', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::175', 'doi:10.5169/seals-1004661']"
15156,"Sonder, Ambros",Religiöse Alpenbräuche in Mittelbünden,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '6', None, '81']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::177', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::177', 'doi:10.5169/seals-1004662']"
15157,"Ackermann, J.",Volkskundliches aus dem obern Möhlintal,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '6', None, '90']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::180', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::180', 'doi:10.5169/seals-1004663']"
15158,"Schmidt, Leopold",Zum Sensenblatt als Reibeisen,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '39', '1949', '6', None, '93']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1949:39::183', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1949:39::183', 'doi:10.5169/seals-1004664']"
